,0
EUW1_6856164626,False
EUW1_6856106995,False
EUW1_6883363234,True
EUW1_6883314630,False
EUW1_6883238834,True
EUW1_6883179993,False
EUW1_6883136485,False
EUW1_6883073014,False
EUW1_6882025388,False
EUW1_6881966771,False
EUW1_6881893422,False
EUW1_6880689392,False
EUW1_6880673524,True
EUW1_6880634458,False
EUW1_6880575446,False
EUW1_6880522368,True
EUW1_6880448042,True
EUW1_6880369406,True
EUW1_6880325666,False
EUW1_6880237184,True
EUW1_6879255857,True
EUW1_6879216902,True
EUW1_6883239337,True
EUW1_6883180198,False
EUW1_6883126869,False
EUW1_6883075565,False
EUW1_6882972834,False
EUW1_6882049786,True
EUW1_6881982209,True
EUW1_6881932641,False
EUW1_6881399845,False
EUW1_6881348137,False
EUW1_6881289780,True
EUW1_6881222355,False
EUW1_6881179426,True
EUW1_6881140593,False
EUW1_6877707275,True
EUW1_6877678480,False
EUW1_6877631265,False
EUW1_6877589680,True
EUW1_6877525233,True
EUW1_6877469682,True
EUW1_6882649661,False
EUW1_6882333643,True
EUW1_6882313116,True
EUW1_6882299207,True
EUW1_6880783131,False
EUW1_6878737507,False
EUW1_6875081513,True
EUW1_6871697335,True
EUW1_6871625566,True
EUW1_6871575761,False
EUW1_6871516652,False
EUW1_6870155776,False
EUW1_6870084496,True
EUW1_6869250576,True
EUW1_6869223893,True
EUW1_6867654500,False
EUW1_6867639102,False
EUW1_6865599665,True
EUW1_6882591416,True
EUW1_6871155679,False
EUW1_6869954319,False
EUW1_6867985543,False
EUW1_6867930808,False
EUW1_6866842294,False
EUW1_6866765409,False
EUW1_6866724834,True
EUW1_6856624048,True
EUW1_6851299057,False
EUW1_6848509721,False
EUW1_6848338613,False
EUW1_6848289177,True
EUW1_6843588844,False
EUW1_6843568703,False
EUW1_6843555713,False
EUW1_6843532680,True
EUW1_6843450547,False
EUW1_6883756045,True
EUW1_6883192764,True
EUW1_6883130824,False
EUW1_6883084080,True
EUW1_6882981141,False
EUW1_6882752812,True
EUW1_6882706687,False
EUW1_6882661260,True
EUW1_6882628749,True
EUW1_6882477322,False
EUW1_6882455378,False
EUW1_6882443716,False
EUW1_6882421861,False
EUW1_6882382518,True
EUW1_6882367577,False
EUW1_6882352225,False
EUW1_6882339972,True
EUW1_6882325299,False
EUW1_6881324511,False
EUW1_6881258166,True
EUW1_6883648043,False
EUW1_6883635463,False
EUW1_6883606748,True
EUW1_6883450937,True
EUW1_6869269962,True
EUW1_6867789182,True
EUW1_6867762769,True
EUW1_6867736765,False
EUW1_6882943713,False
EUW1_6882887628,True
EUW1_6882791132,True
EUW1_6882753680,False
EUW1_6882694198,False
EUW1_6882619278,False
EUW1_6882583200,True
EUW1_6882555991,False
EUW1_6882524474,True
EUW1_6882501970,True
EUW1_6881701179,False
EUW1_6881074684,False
EUW1_6881031118,False
EUW1_6880994890,False
EUW1_6880961609,True
EUW1_6879445555,True
EUW1_6879387391,True
EUW1_6879364906,False
EUW1_6869813408,False
EUW1_6869737868,False
EUW1_6869682382,False
EUW1_6869631066,False
EUW1_6883063607,True
EUW1_6882997909,False
EUW1_6882941778,False
EUW1_6882895759,False
EUW1_6882700184,True
EUW1_6882678924,True
EUW1_6882645105,True
EUW1_6882621685,False
EUW1_6882584492,True
EUW1_6882546089,False
EUW1_6882519178,True
EUW1_6882489615,False
EUW1_6881954247,False
EUW1_6881630171,True
EUW1_6881582467,True
EUW1_6881507804,True
EUW1_6881410916,True
EUW1_6881365500,True
EUW1_6883713968,False
EUW1_6883708335,True
EUW1_6883704792,False
EUW1_6883700497,True
EUW1_6883681505,True
EUW1_6883665674,True
EUW1_6883625139,True
EUW1_6883613716,True
EUW1_6883588645,False
EUW1_6883560910,True
EUW1_6883518160,False
EUW1_6883483950,True
EUW1_6883431094,True
EUW1_6883387842,False
EUW1_6883330107,False
EUW1_6883263739,False
EUW1_6883146789,False
EUW1_6883096945,True
EUW1_6883033239,True
EUW1_6873679855,True
EUW1_6873661826,False
EUW1_6873465188,True
EUW1_6873381208,True
EUW1_6872436813,False
EUW1_6871226206,False
EUW1_6871205595,False
EUW1_6871040618,False
EUW1_6871026591,True
EUW1_6870911050,False
EUW1_6870893074,True
EUW1_6870810432,True
EUW1_6870779748,False
EUW1_6870712310,False
EUW1_6870565854,False
EUW1_6869606724,True
EUW1_6883641324,True
EUW1_6883625371,False
EUW1_6883576011,False
EUW1_6883551604,False
EUW1_6883472221,True
EUW1_6882750980,False
EUW1_6882648048,True
EUW1_6882188307,True
EUW1_6880698001,True
EUW1_6880014264,True
EUW1_6879948297,True
EUW1_6879816924,True
EUW1_6879557227,False
EUW1_6879517452,False
EUW1_6882503049,False
EUW1_6882465055,False
EUW1_6879458590,True
EUW1_6879434535,True
EUW1_6878443882,True
EUW1_6878140651,False
EUW1_6877959748,True
EUW1_6877932928,True
EUW1_6877920027,True
EUW1_6877899133,False
EUW1_6877131806,True
EUW1_6877046729,False
EUW1_6876996593,True
EUW1_6869417320,False
EUW1_6869379571,False
EUW1_6869330179,False
EUW1_6868156838,True
EUW1_6867706115,True
EUW1_6867665325,True
EUW1_6880348733,True
EUW1_6880285652,False
EUW1_6880211135,False
EUW1_6879466805,False
EUW1_6879444897,True
EUW1_6879425889,True
EUW1_6879408824,False
EUW1_6879389312,False
EUW1_6879380971,True
EUW1_6879372702,True
EUW1_6878983048,False
EUW1_6878933355,False
EUW1_6878890846,True
EUW1_6878819483,False
EUW1_6878764160,False
EUW1_6878724763,False
EUW1_6878677875,False
EUW1_6878646476,True
EUW1_6878581094,True
EUW1_6878004989,False
EUW1_6874008949,False
EUW1_6873684212,True
EUW1_6873673700,True
EUW1_6873588912,False
EUW1_6872678014,True
EUW1_6872646219,False
EUW1_6871414258,False
EUW1_6871369677,False
EUW1_6871323388,True
EUW1_6871284159,False
EUW1_6871261086,True
EUW1_6870745442,True
EUW1_6869866176,False
EUW1_6869798913,True
EUW1_6869747656,False
EUW1_6868082030,False
EUW1_6866531302,False
EUW1_6866494433,True
EUW1_6865093463,True
EUW1_6865001345,True
EUW1_6864959578,True
EUW1_6863517255,True
EUW1_6863483114,False
EUW1_6863293445,False
EUW1_6863279285,True
EUW1_6863275593,True
EUW1_6856924379,False
EUW1_6854597971,False
EUW1_6822695840,True
EUW1_6817878624,True
EUW1_6816559770,True
EUW1_6802513716,True
EUW1_6802477793,False
EUW1_6802437123,True
EUW1_6883016942,True
EUW1_6882961091,False
EUW1_6882915992,True
EUW1_6874972702,False
EUW1_6874945914,True
EUW1_6874915829,True
EUW1_6874875937,False
EUW1_6874316605,True
EUW1_6874260174,True
EUW1_6874218621,False
EUW1_6874155215,True
EUW1_6874093268,True
EUW1_6874038338,False
EUW1_6874007807,False
EUW1_6873972888,False
EUW1_6873931295,True
EUW1_6873907754,True
EUW1_6873863031,True
EUW1_6873841599,False
EUW1_6873815896,False
EUW1_6882665881,False
EUW1_6882615005,False
EUW1_6872761553,False
EUW1_6872729491,False
EUW1_6882967401,True
EUW1_6882915848,False
EUW1_6882873730,True
EUW1_6882755601,False
EUW1_6882717561,True
EUW1_6882675854,True
EUW1_6882648992,False
EUW1_6882617910,False
EUW1_6882567323,False
EUW1_6882554765,True
EUW1_6882038122,False
EUW1_6881661549,False
EUW1_6880081637,False
EUW1_6879964641,False
EUW1_6879905493,False
EUW1_6879858632,False
EUW1_6878279248,False
EUW1_6878260554,True
EUW1_6876813693,True
EUW1_6876764778,True
EUW1_6876384977,True
EUW1_6876357838,False
EUW1_6876301708,True
EUW1_6876229167,False
EUW1_6873690462,True
EUW1_6873575998,True
EUW1_6873520441,True
EUW1_6873422807,True
EUW1_6872267651,False
EUW1_6872240848,True
EUW1_6872214169,False
EUW1_6872194507,False
EUW1_6870933815,True
EUW1_6870904890,True
EUW1_6870858010,False
EUW1_6882561860,False
EUW1_6869269495,False
EUW1_6868291458,True
EUW1_6880218828,False
EUW1_6872088161,True
EUW1_6872039630,False
EUW1_6858599413,False
EUW1_6858557076,True
EUW1_6839694623,False
EUW1_6839654583,True
EUW1_6839589975,False
EUW1_6839526948,True
EUW1_6839477947,False
EUW1_6839442872,False
EUW1_6838888970,True
EUW1_6838825719,False
EUW1_6837229658,False
EUW1_6836147155,False
EUW1_6836081119,False
EUW1_6870259237,True
EUW1_6870204486,True
EUW1_6869763004,True
EUW1_6869711794,False
EUW1_6866592131,True
EUW1_6863335520,True
EUW1_6858733831,False
EUW1_6858682782,False
EUW1_6874059595,True
EUW1_6874021471,True
EUW1_6873985812,True
EUW1_6873958950,False
EUW1_6872211575,False
EUW1_6872175606,False
EUW1_6871983099,False
EUW1_6871908287,True
EUW1_6883385496,True
EUW1_6883303060,True
EUW1_6883013604,False
EUW1_6882885499,False
EUW1_6882824536,False
EUW1_6882789500,False
EUW1_6882706426,True
EUW1_6882694604,False
EUW1_6882649957,False
EUW1_6882491575,True
EUW1_6879678799,False
EUW1_6879630563,False
EUW1_6878895860,True
EUW1_6878824565,True
EUW1_6878743114,True
EUW1_6878408040,False
EUW1_6878359852,False
EUW1_6878306917,True
EUW1_6882097096,False
EUW1_6881694612,False
EUW1_6881642042,False
EUW1_6881602407,False
EUW1_6881519279,False
EUW1_6877708995,False
EUW1_6877655583,False
EUW1_6877585319,True
EUW1_6877542511,False
EUW1_6877286941,True
EUW1_6877231065,True
EUW1_6882921825,True
EUW1_6882809206,False
EUW1_6882758714,False
EUW1_6882678813,True
EUW1_6882614956,False
EUW1_6880075100,True
EUW1_6879964848,True
EUW1_6879924950,True
EUW1_6879869343,False
EUW1_6879819156,True
EUW1_6882988198,False
EUW1_6882947568,True
EUW1_6882883055,False
EUW1_6881771825,False
EUW1_6881646581,False
EUW1_6879845032,True
EUW1_6879802564,True
EUW1_6879700928,False
EUW1_6879666170,False
EUW1_6878864922,False
EUW1_6878719172,True
EUW1_6878665360,True
EUW1_6877052539,True
EUW1_6876845515,True
EUW1_6870304471,False
EUW1_6870240144,False
EUW1_6870183741,False
EUW1_6883713441,False
EUW1_6880922741,True
EUW1_6880890385,False
EUW1_6878353086,True
EUW1_6874980691,False
EUW1_6872907969,True
EUW1_6869843688,False
EUW1_6866598823,True
EUW1_6882760814,False
EUW1_6882719904,True
EUW1_6882666188,False
EUW1_6882613168,False
EUW1_6882566525,True
EUW1_6882536920,False
EUW1_6881806176,False
EUW1_6881700106,True
EUW1_6881611336,True
EUW1_6881335735,True
EUW1_6881279721,True
EUW1_6881232058,False
EUW1_6881179015,False
EUW1_6881130774,False
EUW1_6881072748,True
EUW1_6872626828,False
EUW1_6872580127,False
EUW1_6871387020,True
EUW1_6871306162,True
EUW1_6871262189,False
EUW1_6871128098,True
EUW1_6870857774,True
EUW1_6870837868,False
EUW1_6870807335,False
EUW1_6870780031,True
EUW1_6870682502,True
EUW1_6870612302,False
EUW1_6883078700,False
EUW1_6882518566,True
EUW1_6881669363,True
EUW1_6881555391,True
EUW1_6879645493,False
EUW1_6878402664,False
EUW1_6878351002,True
EUW1_6878071252,True
EUW1_6876889213,False
EUW1_6876831351,True
EUW1_6875450995,True
EUW1_6875397260,False
EUW1_6875371122,False
EUW1_6875198959,True
EUW1_6874502458,False
EUW1_6882343838,False
EUW1_6882337725,True
EUW1_6882325758,False
EUW1_6882309878,False
EUW1_6882288435,True
EUW1_6882274361,False
EUW1_6882259054,False
EUW1_6882235039,True
EUW1_6881800892,True
EUW1_6881742618,False
EUW1_6883538429,True
EUW1_6883509961,False
EUW1_6883459996,False
EUW1_6883409840,True
EUW1_6883100340,False
EUW1_6883027147,True
EUW1_6882986316,True
EUW1_6882941739,True
EUW1_6882888803,True
EUW1_6882833395,True
EUW1_6881402177,False
EUW1_6880309133,False
EUW1_6879047313,True
EUW1_6878689716,True
EUW1_6878615945,False
EUW1_6878281434,False
EUW1_6877557859,False
EUW1_6877453308,False
EUW1_6877345682,False
EUW1_6883063772,True
EUW1_6883013696,False
EUW1_6882812474,False
EUW1_6882764688,False
EUW1_6882716027,True
EUW1_6882118986,False
EUW1_6881330910,False
EUW1_6879717309,False
EUW1_6879680915,False
EUW1_6878808458,True
EUW1_6878746077,False
EUW1_6878627679,True
EUW1_6878579886,False
EUW1_6878455004,False
EUW1_6878416535,False
EUW1_6876864859,True
EUW1_6876746922,False
EUW1_6876711497,False
EUW1_6883421526,True
EUW1_6883343790,False
EUW1_6883271997,True
EUW1_6883196707,False
EUW1_6882260309,True
EUW1_6882243474,True
EUW1_6882200399,False
EUW1_6882178585,False
EUW1_6882136606,False
EUW1_6882078999,True
EUW1_6880182055,False
EUW1_6880129512,False
EUW1_6880076569,True
EUW1_6879966303,False
EUW1_6879919196,True
EUW1_6879881422,True
EUW1_6879811385,False
EUW1_6879613346,False
EUW1_6883413814,True
EUW1_6883342783,True
EUW1_6883286731,False
EUW1_6882727003,False
EUW1_6882695647,False
EUW1_6882610484,True
EUW1_6882052286,True
EUW1_6882009746,True
EUW1_6881850023,True
EUW1_6881802490,False
EUW1_6881412382,False
EUW1_6881337327,False
EUW1_6881280965,True
EUW1_6881216492,False
EUW1_6881169781,True
EUW1_6881125154,True
EUW1_6881073082,False
EUW1_6881036636,False
EUW1_6880999963,False
EUW1_6882712514,False
EUW1_6882657260,False
EUW1_6882052337,True
EUW1_6881989975,False
EUW1_6881906274,False
EUW1_6881068471,True
EUW1_6881023287,False
EUW1_6880204363,True
EUW1_6880142987,False
EUW1_6880066455,False
EUW1_6879931151,True
EUW1_6879847193,False
EUW1_6879817503,True
EUW1_6878826173,False
EUW1_6878772064,True
EUW1_6878538620,True
EUW1_6878483649,False
EUW1_6878174441,True
EUW1_6877770455,True
EUW1_6883555960,True
EUW1_6883515067,True
EUW1_6881150595,True
EUW1_6880666125,False
EUW1_6880610093,True
EUW1_6876621472,True
EUW1_6876585165,False
EUW1_6875825406,True
EUW1_6875445830,False
EUW1_6875328967,True
EUW1_6875273391,False
EUW1_6874815680,True
EUW1_6874743040,False
EUW1_6874135599,False
EUW1_6873935676,False
EUW1_6873149150,True
EUW1_6872180835,True
EUW1_6878417909,True
EUW1_6878361443,False
EUW1_6878186339,True
EUW1_6878119229,False
EUW1_6877237934,True
EUW1_6877178763,True
EUW1_6877010660,False
EUW1_6876956631,False
EUW1_6876726818,True
EUW1_6876689345,False
EUW1_6875298537,True
EUW1_6875264501,True
EUW1_6875210033,True
EUW1_6874718999,False
EUW1_6874641243,True
EUW1_6874571425,True
EUW1_6871722746,False
EUW1_6871662508,True
EUW1_6870158840,False
EUW1_6882776043,False
EUW1_6882714371,False
EUW1_6881323405,True
EUW1_6881249531,False
EUW1_6880995216,False
EUW1_6880960900,False
EUW1_6880935700,True
EUW1_6878412775,False
EUW1_6878327575,True
EUW1_6876959687,False
EUW1_6876873299,False
EUW1_6875543558,True
EUW1_6875470011,False
EUW1_6874393860,True
EUW1_6874293874,True
EUW1_6874205021,False
EUW1_6874150325,False
EUW1_6872979355,False
EUW1_6872837476,True
EUW1_6872774568,True
EUW1_6881669244,False
EUW1_6871683846,False
EUW1_6871573541,False
EUW1_6871510997,True
EUW1_6882001627,False
EUW1_6881273335,True
EUW1_6881224768,True
EUW1_6881171165,True
EUW1_6881134124,True
EUW1_6880762373,True
EUW1_6880727250,True
EUW1_6880688802,True
EUW1_6880658101,True
EUW1_6880606067,True
EUW1_6874572922,False
EUW1_6874507540,False
EUW1_6874449089,False
EUW1_6874318574,False
EUW1_6874219989,False
EUW1_6871423708,False
EUW1_6871377019,False
EUW1_6871356480,True
EUW1_6869550715,True
EUW1_6867870359,False
EUW1_6881549813,True
EUW1_6881500040,False
EUW1_6881431442,True
EUW1_6881383637,False
EUW1_6881324108,False
EUW1_6881251602,True
EUW1_6878281689,True
EUW1_6878217448,True
EUW1_6878189422,False
EUW1_6881532948,False
EUW1_6871087228,True
EUW1_6871064242,True
EUW1_6866455066,False
EUW1_6866414865,True
EUW1_6866363030,True
EUW1_6865015949,True
EUW1_6864973639,False
EUW1_6864932265,False
EUW1_6864883753,False
EUW1_6864825342,False
EUW1_6864790187,False
EUW1_6864758678,True
EUW1_6864718792,True
EUW1_6863746985,False
EUW1_6863685375,False
EUW1_6863590120,True
EUW1_6863548556,False
EUW1_6863517016,True
EUW1_6863479566,True
EUW1_6863454566,True
EUW1_6863386438,False
EUW1_6863371959,True
EUW1_6880944013,False
EUW1_6880918778,False
EUW1_6875149879,True
EUW1_6875115407,False
EUW1_6857753667,False
EUW1_6857697245,False
EUW1_6854722214,True
EUW1_6841102023,False
EUW1_6837071328,True
EUW1_6836627434,True
EUW1_6798312961,False
EUW1_6796573642,True
EUW1_6883197758,True
EUW1_6883128894,True
EUW1_6883084570,False
EUW1_6882999017,True
EUW1_6882938361,True
EUW1_6882801964,True
EUW1_6881109742,True
EUW1_6881062249,True
EUW1_6881041559,False
EUW1_6880995723,True
EUW1_6880963785,False
EUW1_6880901834,False
EUW1_6880888460,False
EUW1_6880860337,False
EUW1_6880845305,True
EUW1_6880845488,True
EUW1_6880816938,True
EUW1_6880802987,False
EUW1_6880791949,True
EUW1_6883515318,True
EUW1_6883487458,True
EUW1_6883453527,False
EUW1_6883400793,False
EUW1_6883339932,False
EUW1_6883281750,False
EUW1_6882177459,True
EUW1_6882136730,True
EUW1_6882091895,True
EUW1_6882044918,False
EUW1_6876890155,True
EUW1_6876848096,True
EUW1_6876799614,False
EUW1_6876756995,False
EUW1_6876723283,False
EUW1_6876704577,False
EUW1_6876243375,False
EUW1_6876195409,True
EUW1_6875688093,False
EUW1_6875650322,False
EUW1_6881584284,False
EUW1_6881541905,False
EUW1_6881506560,False
EUW1_6881456533,True
EUW1_6881393197,False
EUW1_6881353487,True
EUW1_6881164194,True
EUW1_6880926351,True
EUW1_6880912691,True
EUW1_6880886059,False
EUW1_6880341637,False
EUW1_6880267913,True
EUW1_6880212535,False
EUW1_6880146627,True
EUW1_6882906834,False
EUW1_6882841647,False
EUW1_6882707417,True
EUW1_6882654440,False
EUW1_6882632671,False
EUW1_6880948684,True
EUW1_6879691493,False
EUW1_6877261914,True
EUW1_6877189026,False
EUW1_6877089078,False
EUW1_6877026685,False
EUW1_6876856686,True
EUW1_6883622942,True
EUW1_6883599703,True
EUW1_6883567276,True
EUW1_6883534911,False
EUW1_6883451365,False
EUW1_6883412757,False
EUW1_6883354912,True
EUW1_6883142049,False
EUW1_6883073921,False
EUW1_6882889004,True
EUW1_6882826346,True
EUW1_6882714299,False
EUW1_6882291315,True
EUW1_6882239530,False
EUW1_6882208821,True
EUW1_6882179444,False
EUW1_6882843333,False
EUW1_6882761482,True
EUW1_6882716606,True
EUW1_6882658358,False
EUW1_6882639499,False
EUW1_6882029214,True
EUW1_6881465512,True
EUW1_6881410478,False
EUW1_6879888990,False
EUW1_6879845570,True
EUW1_6878120075,False
EUW1_6878102565,False
EUW1_6878066876,False
EUW1_6878026413,False
EUW1_6877503463,False
EUW1_6877422268,True
EUW1_6877382293,True
EUW1_6877333767,False
EUW1_6876998723,True
EUW1_6876936115,False
EUW1_6876900458,True
EUW1_6876859563,False
EUW1_6876743494,True
EUW1_6876637420,False
EUW1_6876610044,True
EUW1_6876576798,True
EUW1_6875590609,True
EUW1_6875525756,True
EUW1_6875433504,True
EUW1_6883756723,False
EUW1_6883730209,True
EUW1_6883697267,False
EUW1_6883698689,False
EUW1_6882645972,False
EUW1_6882606117,True
EUW1_6881282023,False
EUW1_6881229436,False
EUW1_6881184807,False
EUW1_6880978392,False
EUW1_6880953066,True
EUW1_6880921209,True
EUW1_6880902756,True
EUW1_6878859448,False
EUW1_6878787313,True
EUW1_6874965027,False
EUW1_6874927782,True
EUW1_6874882718,False
EUW1_6874760926,True
EUW1_6883629500,False
EUW1_6883605840,True
EUW1_6883567426,True
EUW1_6883541791,False
EUW1_6883498244,False
EUW1_6883411879,False
EUW1_6883348065,True
EUW1_6882914107,False
EUW1_6882880757,True
EUW1_6882831994,True
EUW1_6882792159,False
EUW1_6882715346,False
EUW1_6882674396,True
EUW1_6882227588,False
EUW1_6882188408,True
EUW1_6882165890,False
EUW1_6882123266,False
EUW1_6882073635,False
EUW1_6883392410,False
EUW1_6883335420,True
EUW1_6882841688,True
EUW1_6882779472,False
EUW1_6882714645,False
EUW1_6882675818,True
EUW1_6882616634,True
EUW1_6882579671,True
EUW1_6882548322,False
EUW1_6880671499,False
EUW1_6880601504,False
EUW1_6880548150,False
EUW1_6880035837,True
EUW1_6879985767,True
EUW1_6879911234,False
EUW1_6879887601,False
EUW1_6879821534,False
EUW1_6879786805,False
EUW1_6883176746,True
EUW1_6883048768,False
EUW1_6882991462,True
EUW1_6882922022,True
EUW1_6882817214,False
EUW1_6882733772,False
EUW1_6882218228,False
EUW1_6882158821,False
EUW1_6882090901,False
EUW1_6882045751,False
EUW1_6881956653,True
EUW1_6881802268,False
EUW1_6881639276,True
EUW1_6881608906,False
EUW1_6881553078,True
EUW1_6881502029,True
EUW1_6881466196,True
EUW1_6881344944,False
EUW1_6880306440,False
EUW1_6883749060,True
EUW1_6883727727,False
EUW1_6883710877,True
EUW1_6882095616,False
EUW1_6882042356,True
EUW1_6881976556,False
EUW1_6881896348,False
EUW1_6869778659,False
EUW1_6869724777,False
EUW1_6869498069,False
EUW1_6867837785,False
EUW1_6867794937,False
EUW1_6866411153,True
EUW1_6861384483,True
EUW1_6861262674,True
EUW1_6852158714,False
EUW1_6878704225,True
EUW1_6877183760,False
EUW1_6876977942,True
EUW1_6876895337,True
EUW1_6875866828,False
EUW1_6883293473,True
EUW1_6883176277,False
EUW1_6882848897,False
EUW1_6882788149,True
EUW1_6882763641,False
EUW1_6882271597,False
EUW1_6882253815,True
EUW1_6882231163,True
EUW1_6882154061,False
EUW1_6882128049,False
EUW1_6882095596,False
EUW1_6881583288,True
EUW1_6881497437,True
EUW1_6881348413,False
EUW1_6881290896,False
EUW1_6881249635,False
EUW1_6880542973,False
EUW1_6879550682,False
EUW1_6878367759,True
EUW1_6878241151,True
EUW1_6875470283,False
EUW1_6871315535,False
EUW1_6871122811,True
EUW1_6870606118,False
EUW1_6870554682,False
EUW1_6870489120,True
EUW1_6870408490,False
EUW1_6870117566,False
EUW1_6866376013,False
EUW1_6866340241,False
EUW1_6866316841,False
EUW1_6883538478,True
EUW1_6883444253,True
EUW1_6883262120,True
EUW1_6883196994,False
EUW1_6883079673,False
EUW1_6883017466,True
EUW1_6882956887,True
EUW1_6882880387,False
EUW1_6882786508,True
EUW1_6882730123,False
EUW1_6882222196,True
EUW1_6882202834,True
EUW1_6882126071,False
EUW1_6882037275,False
EUW1_6881993946,False
EUW1_6881764642,False
EUW1_6881680720,False
EUW1_6881608354,False
EUW1_6881499738,False
EUW1_6882720880,True
EUW1_6882546515,False
EUW1_6882512557,False
EUW1_6882492836,True
EUW1_6882467589,True
EUW1_6882411031,False
EUW1_6882286117,False
EUW1_6881105402,False
EUW1_6879685714,True
EUW1_6879456221,False
EUW1_6879302498,True
EUW1_6878535421,True
EUW1_6883597793,False
EUW1_6883573015,False
EUW1_6883415832,True
EUW1_6883356625,True
EUW1_6882990330,True
EUW1_6882071080,True
EUW1_6881911094,True
EUW1_6881846989,False
EUW1_6881784220,True
EUW1_6881417022,False
EUW1_6881374572,False
EUW1_6880674707,False
EUW1_6880645798,False
EUW1_6880601853,True
EUW1_6880230600,False
EUW1_6880091736,True
EUW1_6868403140,False
EUW1_6868237639,True
EUW1_6868149573,True
EUW1_6868079341,False
EUW1_6868010399,False
EUW1_6867281675,False
EUW1_6867208285,False
EUW1_6867096994,True
EUW1_6867016194,False
EUW1_6866972583,False
EUW1_6866900693,True
EUW1_6866839235,False
EUW1_6866784397,True
EUW1_6866577089,True
EUW1_6866526318,True
EUW1_6866445093,False
EUW1_6866401435,False
EUW1_6866353785,False
EUW1_6883546431,False
EUW1_6883485530,True
EUW1_6883327440,True
EUW1_6883256315,False
EUW1_6882956564,False
EUW1_6882880407,True
EUW1_6882548118,False
EUW1_6882095707,True
EUW1_6882031358,False
EUW1_6881981477,True
EUW1_6881929831,False
EUW1_6881738788,False
EUW1_6881678380,False
EUW1_6881632929,True
EUW1_6881566227,True
EUW1_6881497596,True
EUW1_6881424358,True
EUW1_6879279742,False
EUW1_6879253050,False
EUW1_6883574315,True
EUW1_6883554074,False
EUW1_6883534500,False
EUW1_6883485406,True
EUW1_6883443995,True
EUW1_6883116401,False
EUW1_6883065584,True
EUW1_6881859280,False
EUW1_6881814517,True
EUW1_6881734597,False
EUW1_6880594715,True
EUW1_6880560554,False
EUW1_6880500305,False
EUW1_6880458863,True
EUW1_6880410691,False
EUW1_6880358328,True
EUW1_6880181625,False
EUW1_6881452800,True
EUW1_6881244578,True
EUW1_6881147758,False
EUW1_6879925247,True
EUW1_6879719934,False
EUW1_6879672275,False
EUW1_6878701662,False
EUW1_6878663604,False
EUW1_6878434965,True
EUW1_6878373243,False
EUW1_6878321352,False
EUW1_6877324852,False
EUW1_6877238900,True
EUW1_6883582164,True
EUW1_6883562769,True
EUW1_6883522631,False
EUW1_6883289476,False
EUW1_6883065870,True
EUW1_6883008149,False
EUW1_6882713053,False
EUW1_6882642876,False
EUW1_6882618943,True
EUW1_6882275008,False
EUW1_6881277732,False
EUW1_6880718499,False
EUW1_6879687804,False
EUW1_6879636929,False
EUW1_6879258458,True
EUW1_6878279132,True
EUW1_6878228539,True
EUW1_6877200147,False
EUW1_6883494528,False
EUW1_6883318275,False
EUW1_6883232771,False
EUW1_6882869424,False
EUW1_6882202226,False
EUW1_6882175793,False
EUW1_6881822355,True
EUW1_6881737169,True
EUW1_6881601333,False
EUW1_6880671241,False
EUW1_6880642364,False
EUW1_6880609857,False
EUW1_6880546757,True
EUW1_6879063566,False
EUW1_6878989656,True
EUW1_6882576965,True
EUW1_6880908543,False
EUW1_6880041266,True
EUW1_6876801207,False
EUW1_6876750419,True
EUW1_6875613663,True
EUW1_6875562204,True
EUW1_6875534121,True
EUW1_6871849558,True
EUW1_6871779392,False
EUW1_6871708638,False
EUW1_6871645978,False
EUW1_6871596329,True
EUW1_6871448997,False
EUW1_6868126113,False
EUW1_6882255808,True
EUW1_6882241467,False
EUW1_6882215983,False
EUW1_6882116786,False
EUW1_6880726422,False
EUW1_6880665372,False
EUW1_6880631349,False
EUW1_6880602957,False
EUW1_6880551056,True
EUW1_6880503475,True
EUW1_6879279827,True
EUW1_6880131430,False
EUW1_6878479838,True
EUW1_6877399756,False
EUW1_6877322393,True
EUW1_6877270001,True
EUW1_6877048201,True
EUW1_6876713242,False
EUW1_6876634659,True
EUW1_6876587314,True
EUW1_6876056432,True
EUW1_6875999850,False
EUW1_6875957535,False
EUW1_6874506087,False
EUW1_6874461258,True
EUW1_6874311348,True
EUW1_6882965115,False
EUW1_6882919536,False
EUW1_6882745848,False
EUW1_6882687505,True
EUW1_6882487603,False
EUW1_6881860394,True
EUW1_6881606691,False
EUW1_6881564495,False
EUW1_6881493053,True
EUW1_6881301037,False
EUW1_6881246812,False
EUW1_6881182425,True
EUW1_6881148638,False
EUW1_6878394112,False
EUW1_6878366466,True
EUW1_6883527178,True
EUW1_6883454764,True
EUW1_6883275779,True
EUW1_6883195602,True
EUW1_6883149164,False
EUW1_6882911754,True
EUW1_6882805563,True
EUW1_6882702846,False
EUW1_6882649385,True
EUW1_6882046416,True
EUW1_6881915039,True
EUW1_6881691150,True
EUW1_6881574324,True
EUW1_6881471732,False
EUW1_6881170880,False
EUW1_6881108829,False
EUW1_6881023489,False
EUW1_6880586956,False
EUW1_6873366888,True
EUW1_6873074593,True
EUW1_6872556291,False
EUW1_6872532289,True
EUW1_6868223103,True
EUW1_6868163300,True
EUW1_6868106104,True
EUW1_6868056281,True
EUW1_6882710566,False
EUW1_6882671601,True
EUW1_6882631926,False
EUW1_6882614584,False
EUW1_6878274224,False
EUW1_6878243709,False
